Mean_Size_Width,Mean_Size_Height,Min_Width,Min_Height,Max_Width,Max_Height,Mean_Brightness,Std_Brightness,Mean_Aspect_Ratio,Std_Aspect_Ratio,Mean_Edge_Count,Std_Edge_Count
377.98159838818,370.3044996642042,27,28,3024,3936,132.9267478923739,27.00221424793684,1.065323528519386,0.42137065364675624,9049.005977165883,23719.487217511334
